0,342297.2
1,281885.9
2,294426.0
3,295209.9
4,323464.2
5,263993.6
6,286039.1
7,272169.7
8,262115.3
9,294257.9
10,322863.9
11,299610.4
12,276818.1
13,302205.1
14,285852.7
15,282593.6
16,284003.4
17,281128.6
18,271852.4
19,267222.3
20,272486.7
21,304990.7
22,277959.9
23,273366.3
24,304432.0
25,283065.2
26,307145.9
27,270238.9
28,272193.8
29,297388.1
30,273888.8
31,276418.1
32,278741.4
33,298011.7
34,309875.7
35,284690.2
36,300462.6
37,285304.3
38,265709.9
39,284979.4
40,279080.5
41,267691.7
42,274176.8
43,289068.2
44,286140.1
45,286717.0
46,280890.3
47,274502.0
48,302272.9
49,278098.7
50,275478.5
51,303381.3
52,275913.6
53,264405.9
54,274874.1
55,278888.5
56,281589.2
57,264880.8
58,276489.7
59,288098.1
60,299487.2
61,260921.7
62,272573.2
63,264940.4
64,280467.9
65,272950.5
66,264458.7
67,273173.6
68,256501.1
69,256942.1
70,244600.9
71,284233.1
72,259989.7
73,255161.5
74,282362.8
75,252801.4
76,273092.6
77,276078.8
78,261922.9
79,266404.8
80,267459.1
81,249800.8
82,262413.7
83,250893.2
84,287161.0
85,253737.0
86,286600.5
87,278830.7
88,276503.5
89,283248.6
90,268767.5
91,263581.4
92,255527.2
93,269613.9
94,263462.3
95,313802.1
96,259925.2
97,265413.7
98,247743.8
99,278501.6
