0,1068299.0
1,1106318.0
2,1159133.0
3,1082679.0
4,1101066.0
5,782257.0
6,1058282.0
7,829317.0
8,447690.0
9,593830.0
0,1105786.0
1,966989.0
2,936013.0
3,938803.0
4,729564.0
5,590885.0
6,636901.0
7,663031.0
8,636538.0
9,380258.0
0,555833.0
1,657019.0
2,604178.0
3,645339.0
4,654410.0
5,668855.0
6,656362.0
7,587615.0
8,660169.0
9,413465.0
0,320008.0
1,275762.0
2,444883.0
3,621069.0
4,382630.0
5,503949.0
6,460615.0
7,482299.0
8,494581.0
9,314821.0
0,622406.0
1,309857.0
2,404718.0
3,471305.0
4,560041.0
5,528292.0
6,545195.0
7,557523.0
8,502979.0
9,439641.0
0,417598.0
1,552029.0
2,545903.0
3,498836.0
4,444541.0
5,498901.0
6,548555.0
7,540707.0
8,524011.0
9,485736.0
0,1931423.0
1,1531684.0
2,1592722.0
3,2023819.0
4,2224439.0
5,1460759.0
6,2651170.0
7,1824724.0
8,2021187.0
9,1750063.0
